,latitude,d_airport,longitude,id,icao_24bit,heading,altitude,ground_speed,squawk,aircraft_code,registration,time,origin_airport_iata,destination_airport_iata,flight_no,airline_iata,on_ground,vertical_speed,callsign,airline_icao
983,42.53,1631.100335181243,17.37,347bc9d0,738289,126,32975,473,,A320,4X-ABW,1711229548,VRN,TLV,6H358,6H,0,0,ISR358,ISR
986,58.92,0.0,27.83,347bcd02,781112,62,32975,550,,B789,B-7838,1711229548,AMS,XMN,MF812,MF,0,-64,CXA812,CXA
994,45.67,408.54964564179943,23.06,347be2e0,70C126,117,32950,456,,A21N,A4O-OXA,1711229549,MUC,MCT,OV996,OV,0,64,OMS996,OMS
1008,33.82,1410.5019665015063,35.49,347bcc3a,5001D3,90,32050,454,,A21N,T7-ME1,1711229548,RUH,BEY,ME423,ME,0,0,MEA423,MEA
1010,39.96,0.0,21.78,347beab8,4B9C62,253,32000,450,,A321,TC-GCB,1711229550,IST,,B5677,B5,0,0,BBT677,BBT
1023,40.95,3148.012128080452,-12.71,347be21b,C03261,272,32000,484,,B763,C-FTCA,1711229547,MAD,YYZ,AC7136,AC,0,0,ACA7136,ACA
1032,48.04,0.0,19.1,347bd74e,4BB463,312,31975,456,,A306,TC-MCC,1711229549,IST,LEJ,MB9345,MB,0,0,MNB9345,MNB
1040,42.29,6939.26055919943,19.47,347bd07e,4520FB,98,31525,464,,B734,LZ-GPA,1711229546,DUS,PRN,IV823,IV,0,-896,GPX823,GPX
1056,41.34,1711.4387728472786,45.17,347b8550,71BE23,108,31000,510,,B748,HL7623,1711229549,FRA,ICN,KE530,KE,0,0,KAL530,KAL
1069,55.03,240.60547709725128,12.61,347bf36a,51112E,145,31000,345,,SB20,ES-NSE,1711229548,KRS,DEB,OJ721,OJ,0,64,NYX721,NYX
1072,53.07,5574.1755296694655,46.49,347ba7b6,151D4A,115,31000,500,,B763,RA-73034,1711229551,VKO,CMB,ZF1611,ZF,0,0,AZV1611,AZV
1077,42.4,1783.5641488471151,17.99,347bd62d,46B8A8,129,31000,475,,A20N,SX-NEH,1711229548,CDG,ATH,A3615,A3,0,-64,AEE615,AEE
1100,46.39,0.0,23.19,347bbf5e,869560,122,30000,506,,B77W,JA795A,1711229547,LHR,HND,NH212,NH,0,0,ANA212,ANA
1101,57.2,5771.938306297496,-11.48,347bcd90,A5DC31,283,30000,387,,B744,N477MC,1711229549,AMS,ORD,5Y8154,5Y,0,0,GTI8154,GTI
1130,52.2,6735.148801633073,2.07,347bfdea,7810C6,72,28550,492,,A332,B-8776,1711229549,LHR,CKG,GS7966,GS,0,896,GCR7966,GCR
1133,34.87,4232.046029155907,52.38,347b5b5f,731A76,316,28475,408,,B733,EP-FSV,1711229549,ZBR,,IS4394,IS,0,-1856,SHI4394,SHI
1168,45.18,335.8440644875192,26.93,347baf70,43C174,116,26025,454,,C17,ZZ174,1711229548,BZZ,,RRR6652,RR,0,-2688,RRR6652,RRR
1176,41.07,151.1410267531459,-1.83,347be336,4CAC28,214,25750,418,,CRJX,EI-HBC,1711229550,LYS,MAD,IB3733,IB,0,-1792,IBS3733,HBN
1207,50.06,9741.48426270017,1.53,347c0840,440760,317,24050,399,,B734,OE-IBW,1711229548,CDG,STN,3V4422,3V,0,0,TAY1TN,FDX
1212,54.89,285.63808595772576,49.48,347bf91c,4B9E45,163,23650,423,,A21N,TC-GRE,1711229550,KZN,AYT,2S1824,2S,0,1728,STW1824,STW
1214,44.05,3151.9820945640126,8.11,347bfe31,49D2D8,41,23350,223,,PC12,OK-MXM,1711229548,NCE,PRG,,,0,1152,OKMXM,AAO
1215,50.51,347.35410925818115,6.12,347bfc6b,440C5A,103,23325,488,,B748,OE-LFD,1711229548,BRU,CTU,KF885,KF,0,1408,ABB885,ABB
1219,49.95,2659.8889127965053,12.13,347bfc35,3CC803,163,23025,317,,D328,D-CDAX,1711229549,BWE,MUC,JW1904,JW,0,0,PWF1904,PWF
1228,52.35,6013.840354836032,-1.65,347b17d6,AB5C12,139,22350,454,,B789,N831AA,1711229548,ORD,LHR,AA90,AA,0,-1664,AAL90,AAL
1229,51.43,3048.430761218682,13.13,347c006d,490D01,29,22350,430,,CL35,CS-CHA,1711229548,NUE,BER,,,0,-1024,NJE780D,NJE
1267,64.08,299.20262374230987,11.22,347bf88b,47885F,210,19300,306,,BE20,LN-BSE,1711229548,MQN,,,,0,-1792,BNOR,INR
1272,58.86,6418.831519285347,17.69,347bf71a,4AC8E7,21,18850,349,,A320,SE-RGG,1711229548,CPH,ARN,TT9627,TT,0,-960,BIX9627,BRX
1300,38.28,0.0,26.41,347b6636,4B8392,49,17025,90,,DRON,TC-J1,1711229548,,,,,0,128,,HVK
1319,60.39,0.0,25.82,347a50d1,5110FC,199,15800,281,,SF34,ES-NSC,1711229548,TLL,MIK,OJ903,OJ,0,-960,,NYX
1336,55.23,841.3528504366126,12.74,347bac03,45C86B,8,14825,353,,A20N,OY-RCK,1711229549,MLA,CPH,RC7125,RC,0,-2624,FLI7125,FLI
1347,35.6,254.7817116983389,50.61,347bd66f,4BD183,122,13775,329,,B734,TC-TLC,1711229549,ADA,,TI975,TI,0,-1792,TWI975,TWI
1406,43.69,471.08567227873124,15.91,347bfa3a,501DD1,173,9975,267,,DH8D,9A-CQF,1711229550,ZAG,SPU,OU656,OU,0,-1536,CTN656,CTN
1415,49.8,408.41256067912707,-2.12,347bfc04,40788C,207,9550,268,,AT76,G-OGFC,1711229549,LGW,GCI,GR611,GR,0,-1280,AUR611Y,AUR
1442,46.51,83.57397132180323,26.6,347b9dcd,4A1265,88,7700,291,,A320,YR-DSE,1711229549,DUB,BCM,DN408,DN,0,-1664,JOC408,JOC
1444,59.21,116.01162737985668,7.93,347bf63b,478126,244,7600,126,,EH10,0268,1711229548,,,,,0,0,SAVER50,NOW
1465,47.46,127.85877032458134,9.01,347bd4fd,4B1939,248,6275,206,,A319,HB-JOJ,1711229540,OHD,ZRH,GM639,GM,0,-1408,GSW639,GSW
1470,38.25,116.19697794136012,-0.38,347c081f,4CC545,99,6025,213,,A21N,TF-PLA,1711229548,ALC,KEF,OG605,OG,0,1856,FPY4D,FPY
1471,61.56,104.75392016399869,5.55,347c0b9e,478076,92,6000,114,,AS32,LN-OMH,1711229546,FRO,,,,0,-64,HKSR5C8,HMB
1475,37.21,0.0,14.99,347b4b2c,32000C,53,5700,251,,AT44,MM62270,1711229544,,,,,0,-1024,RIMC,GCI
1477,45.11,131.98098530349029,5.94,347c0d98,3B7B3C,67,5650,116,,EC45,F-ZBQM,1711229550,,,,,0,64,DRAGO382,FRU
1496,40.97,93.86954730447646,-8.7,347bbf27,495267,78,4625,270,,A21N,CS-TSG,1711229549,PDL,OPO,S4174,S4,0,-1408,RZO174,RZO
1499,59.32,548.9565356715153,38.33,347b9642,155C1D,2,4250,248,,SU95,RA-89117,1711229548,AER,CEE,D2364,D2,0,-1088,SSF364,SSF
3,38.05,912.9807065391796,44.31,347b91a2,4BBB21,117,41000,502,,A333,TC-NYA,1711230449,AYT,IKA,4M4383,4M,0,64,MGH4383,TAH
9,39.28,3469.2847621132614,44.23,347b6d21,4D2372,112,41000,482,,A332,9H-TQP,1711230452,STN,ISB,,,0,-64,HFM640P,HFY
24,38.0,6710.96082115546,16.77,347bc9eb,345618,287,40000,406,,B738,EC-MUB,1711230454,LXR,MAD,,,0,0,LAV922P,LAV
35,37.86,1389.5609792208552,4.81,347a8b71,E07211,44,40000,507,,A332,LV-GHQ,1711230452,EZE,FCO,AR1140,AR,0,-64,ARG1140,ARG
36,67.38,0.0,-1.17,347bbdc6,3C0C0A,302,39996,464,,FA7X,D-ATON,1711230455,WAW,CPR,H5956,H5,0,0,VJH956,VJT
64,40.85,1236.7578105031225,52.27,347bb9d7,503D6E,78,39000,520,,A332,LY-MAC,1711230453,IST,TAS,HY274,HY,0,-64,UZB274,UZB
69,42.75,526.2688780986955,28.82,347b9bac,70C0AC,121,39000,454,,A332,A4O-DF,1711230452,FRA,MCT,WY116,WY,0,0,OMA116,OMA
72,36.18,2084.998764752411,26.42,347b9338,0100DE,141,39000,479,,B738,SU-GCP,1711230453,LHR,CAI,MS531,MS,0,0,MSR531,MSX
79,35.97,471.9884715698986,12.39,347bd316,710D87,95,39000,524,,A333,HZ-NE23,1711230451,CMN,MED,XY664,XY,0,0,KNE664,KNE
84,33.94,4387.964019163833,27.34,347ba853,04C117,144,38975,510,,B788,5Y-KZA,1711230451,AMS,NBO,KQ117,KQ,0,-64,KQA117,KQA
99,37.8,2155.851353922205,24.57,347bd8d3,501C1C,321,38050,421,,A320,9A-BTK,1711230454,HRG,LJU,C3176,C3,0,64,TDR176,TDR
159,53.15,0.0,1.57,347bbcdf,4A29F9,281,38000,426,,A320,YR-JOY,1711230452,IAS,DUB,H4243,H4,0,0,HYS243,HYM
199,42.16,4630.493739541183,24.51,347bc373,4A04E2,9,38000,426,,A320,YR-AGB,1711230452,HRG,OTP,A24105,A2,0,0,AWG4105,AWG
231,41.12,657.6175198679579,30.29,347ba106,71013C,293,37975,459,,A320,HZ-FAH,1711230451,RUH,SOF,F38123,F3,0,-64,FAD8123,FAD
264,61.12,0.0,26.27,347bd330,781F74,67,37000,528,,A359,B-32EE,1711230453,AMS,PKX,CZ346,CZ,0,64,CSN346,CSN
277,37.47,0.0,51.89,347bf2cc,800D6E,127,37000,483,,A20N,VT-IJA,1711230453,TBS,DEL,6E1808,6E,0,0,IGO1808,IGO
306,45.82,0.0,2.82,347bf398,06E010,168,37000,517,,A333,9XR-WP,1711230453,LHR,KGL,WB711,WB,0,0,RWD711,RWD
320,39.67,1128.3708526539558,37.16,347ba451,3C6568,120,37000,485,,A333,D-AIKH,1711230455,FRA,MLE,4Y154,4Y,0,0,OCN154G,OCN
361,46.94,0.0,-1.18,347b42de,0101DC,117,37000,535,,B789,SU-GES,1711230454,JFK,CAI,MS986,MS,0,-64,MSR986,MSR
373,45.36,0.0,17.94,347b113e,76CCE2,116,37000,530,,A359,9V-SGB,1711230451,EWR,SIN,SQ21,SQ,0,-64,SIA21,SIA
380,34.86,249.73082172663086,26.74,347bdca9,018090,86,37000,465,,A319,5A-WLD,1711230452,MJI,IST,YL100,YL,0,0,LWA100,LWA
414,47.93,0.0,20.7,347af3f8,A2CB32,125,36975,480,,B789,N27964,1711230452,EWR,DEL,UA816,UA,0,64,UAL816,UAL
428,45.59,1734.2409023129605,12.78,347b6004,06A1D2,272,36550,423,,GLF6,A7-CGN,1711230454,DIA,LIN,QE985,QE,0,-2112,QQE985,QQE
448,60.15,0.0,2.44,347bf17c,45C86A,306,36025,442,,A320,OY-RCJ,1711230452,CPH,FAE,RC457,RC,0,0,FLI457,FLI
461,53.19,0.0,3.69,347b2ae8,A95C2F,290,36025,452,,B744,N702CA,1711230454,,,,,0,64,CMB559,NCR
498,38.87,0.0,25.2,347bd622,01023D,332,36000,411,,A320,SU-BUU,1711230454,HRG,NUE,SM2966,SM,0,0,MSC2966,MSC
562,42.6,1027.8113930271998,23.51,347bc467,01023F,351,36000,439,,B738,SU-RSB,1711230453,,,4S3113,4S,0,-64,RSX3113,RSX
563,45.71,0.0,5.56,347bab07,45211E,55,36000,476,,A320,LZ-LAJ,1711230452,FUE,STR,DI6453,DI,0,64,MBU6453,MBU
571,41.43,0.0,22.25,347be813,501024,281,36000,429,,A320,ZA-MMK,1711230453,IST,TIA,ZB1004,ZB,0,0,ABN1004,ABN
615,38.91,527.6322014814713,19.46,347bc04e,060030,139,35900,516,,A359,3B-NBQ,1711230452,LGW,MRU,MK53,MK,0,1024,MAU53,MAU
632,36.49,572.3908565965271,27.6,347b91ab,738C0A,122,35025,455,,B763,4X-IAJ,1711230453,OSL,TLV,5C602,5C,0,64,ICL602,CHG
667,35.86,0.0,22.62,347bc57c,39B117,140,35000,540,,A35K,F-HMIX,1711230452,ORY,RUN,BF700,BF,0,0,FBU70A,FBU
671,57.6,226.60099373604666,49.52,347bde41,140AB5,128,35000,492,,E190,RA-02741,1711230454,LED,MQF,EO341,EO,0,64,KAR341,KAR
677,41.88,1258.5689900086427,39.35,347bdffb,600B21,94,35000,476,,B744,4K-SW888,1711230450,IST,GYD,7L1406,7L,0,0,AZG1406,AZG
682,40.94,1210.8448877690746,37.69,347be872,150694,86,35000,446,,CRJ2,RA-67220,1711230453,IST,VKO,RFE9006,RF,0,0,RFE9006,PLG
688,40.93,395.9963524628421,24.46,347bdd3d,4D21E6,156,35000,475,,B738,9H-SHO,1711230453,PRG,TLV,BZ461,BZ,0,0,BBG461,BBG
697,40.93,334.46472277863194,34.47,347b98fc,70605E,112,35000,476,,B77W,9K-AOL,1711230447,LHR,KWI,KU106,KU,0,0,KAC106,KAC
701,52.77,1102.4224064164573,5.32,347bfdea,7810C6,61,35000,484,,A332,B-8776,1711230454,LHR,CKG,GS7966,GS,0,0,GCR7966,GCR
705,35.47,1202.555671345191,50.66,347b7d89,3C4581,129,35000,515,,B77L,D-AALA,1711230451,FRA,BOM,3S628,3S,0,0,BOX628,BOX
719,40.23,0.0,35.44,347bfc2f,732443,105,35000,465,,A306,EP-IBC,1711230455,IST,IKA,IR768,IR,0,0,IRA768,IRA
720,41.64,0.0,19.79,347ba042,01025A,142,35000,460,,A320,SU-NMR,1711230452,LIL,HRG,NE6881,NE,0,0,NMA6881,NMA
725,43.06,779.5018851623789,51.58,347b9df8,7816BD,52,35000,517,,A332,B-308P,1711230452,BUD,TFU,3U9808,3U,0,0,CSC9808,CSC
727,41.77,1050.579867777164,42.01,347b7b48,60183A,92,35000,494,,B77L,EZ-A778,1711230451,LHR,ASB,T5428,T5,0,0,TUA428,TUA
733,41.54,1708.9696770154812,13.89,347ba117,399264,125,35000,509,,A339,F-HETE,1711230454,ORY,RUN,SS772,SS,0,64,CRL772,CRL
745,46.02,255.53729777376225,6.0,347bf501,4D22AB,135,34975,517,,A20N,9H-NED,1711230451,LHR,MLA,KM103,KM,0,-64,AMC103,AMC
748,38.28,969.4740463036431,43.62,347bdb52,731A2D,104,34975,500,,A306,EP-FQM,1711230455,IST,IKA,QB2214,QB,0,0,QSM2214,QSM
749,55.5,0.0,24.66,347b8c6f,010250,38,34975,517,,A321,SU-TCL,1711230453,SSH,SVO,UJ611,UJ,0,0,LMU611,LMU
759,41.39,1142.8510060976407,33.02,347bac21,4B8472,111,34875,448,,B744,TC-ACR,1711230453,CDG,DOH,QR8254,QR,0,0,QTR8254,RUN
786,49.09,5531.212874820754,9.49,347b842c,3C79C1,37,34025,495,,A320,D-ANNA,1711230453,LPA,BER,SR3499,SR,0,0,SDR39CJ,SDR
802,43.07,0.0,48.74,347bd05b,600012,239,34000,388,,B735,EK-SHC,1711230453,UFA,EVN,5G101,5G,0,-64,SHS101,SHS
810,48.19,2753.108513058258,15.69,347b00c5,440A8D,292,34000,444,,B744,OE-IFK,1711230454,NQZ,LGG,3V854,3V,0,64,TAY854,ABR
812,40.9,1640.6586449995032,8.84,347b70e4,E494A2,69,34000,444,,E390,FAB2854,1711230453,LPA,CIA,BRS505,BR,0,0,BRS505,BRS
831,34.03,1824.8752887149312,1.16,347be968,05E057,192,34000,440,,B38M,5T-CLJ,1711230455,TUN,NKC,L6117,L6,0,0,MAI117,MAI
834,40.14,0.0,46.11,347be207,728646,268,34000,363,,BCS3,YI-ARF,1711230453,GYD,BGW,IA422,IA,0,0,IAW422,IAW
862,53.11,6505.843006795905,50.39,347bf91c,4B9E45,163,33050,474,,A21N,TC-GRE,1711230455,KZN,AYT,2S1824,2S,0,0,STW1824,STW
872,60.74,1844.2307386127652,44.03,347bae3e,781140,86,33025,500,,B763,B-1423,1711230452,LGG,YNT,O37564,O3,0,0,CSS7564,CSS
883,45.07,3333.491417019377,15.98,347bef8f,45203C,136,33000,466,,B733,LZ-BVL,1711230447,FMO,PRN,IV641,IV,0,384,GPX641,BVL
886,61.81,666.8189696124214,35.11,347bbace,781F03,86,33000,522,,B77L,B-223G,1711230451,STN,CAN,CSG2532,CS,0,0,CSG2532,CSG
889,41.9,1637.7205766318064,37.69,347b8bba,4CAC13,91,33000,430,,A21N,EI-KGD,1711230455,LHR,SCO,KC664,KC,0,0,KZR664,KZR
893,33.79,9126.933920848744,-12.77,347b6bb9,E8021C,206,33000,465,,B763,CC-CXE,1711230451,FRA,SID,UC1506,UC,0,0,LCO1506,LCO
895,37.23,3558.5473786569023,45.1,347b9218,4B18FE,108,33000,508,,A343,HB-JMC,1711230455,ZRH,MLE,WK66,WK,0,0,EDW66,EDW
907,59.78,0.0,31.95,347bcd02,781112,77,33000,538,,B789,B-7838,1711230452,AMS,XMN,MF812,MF,0,-64,CXA812,CXA
917,41.33,1014.2739476073203,19.48,347bc9d0,738289,130,33000,468,,A320,4X-ABW,1711230454,VRN,TLV,6H358,6H,0,64,ISR358,ISR
919,40.49,2536.713465237748,35.44,347ba116,896442,117,33000,468,,B77L,A6-DDE,1711230451,AMS,AUH,EY918,EY,0,0,ETD918,ETD
923,44.74,1569.5221349737462,25.46,347be2e0,70C126,119,33000,462,,A21N,A4O-OXA,1711230452,MUC,MCT,OV996,OV,0,0,OMS996,OMS
924,61.19,413.7926231805277,46.57,347bf6c5,151E25,51,33000,460,,B738,RA-73253,1711230452,DME,NSK,Y7403,Y7,0,0,TYA403,TYA
925,55.46,505.02229833210043,26.54,347b9f0b,780C5D,93,33000,568,,B77L,B-2093,1711230453,MAD,HGH,CAO3138,CA,0,0,CAO3138,CAO
926,45.41,8312.076708949577,15.28,347bd972,7C4923,137,33000,528,,A388,VH-OQD,1711230453,LHR,SIN,QF2,QF,0,0,QFA2,QFA
927,45.96,438.73721583479113,21.36,347be247,885177,115,33000,494,,B77W,HS-TKW,1711230453,FRA,BKK,TG923,TG,0,0,THA923,THA
958,41.01,1551.4733806232448,-15.37,347be21b,C03261,271,32000,491,,B763,C-FTCA,1711230451,MAD,YYZ,AC7136,AC,0,0,ACA7136,ACA
976,57.54,9971.272908276338,-14.4,347bcd90,A5DC31,281,32000,401,,B744,N477MC,1711230447,AMS,ORD,5Y8154,5Y,0,0,GTI8154,GTI
979,49.28,8743.944048373707,16.89,347bd74e,4BB463,307,31975,442,,A306,TC-MCC,1711230453,IST,LEJ,MB9345,MB,0,0,MNB9345,MNB
980,39.42,6238.742926965658,19.49,347beab8,4B9C62,252,31975,437,,A321,TC-GCB,1711230454,IST,,B5677,B5,0,64,BBT677,BBT
994,41.1,4000.5612226790886,20.03,347bd62d,46B8A8,131,31025,476,,A20N,SX-NEH,1711230454,CDG,ATH,A3615,A3,0,0,AEE615,AEE
1007,52.19,291.1474908172203,49.6,347ba7b6,151D4A,115,31000,500,,B763,RA-73034,1711230451,VKO,CMB,ZF1611,ZF,0,0,AZV1611,AZV
1011,45.26,7967.074676306503,25.69,347bbf5e,869560,123,31000,496,,B77W,JA795A,1711230452,LHR,HND,NH212,NH,0,0,ANA212,ANA
1015,53.97,1454.7560122196655,14.35,347bf36a,51112E,135,31000,352,,SB20,ES-NSE,1711230453,KRS,DEB,OJ721,OJ,0,0,NYX721,NYX
1017,40.89,666.8823392585468,48.12,347b8550,71BE23,100,31000,558,,B748,HL7623,1711230453,FRA,ICN,KE530,KE,0,0,KAL530,KAL
1028,42.5,8525.59307046498,10.28,347c025d,AD7633,301,30850,437,,B788,N967AM,1711230453,FCO,MEX,AM71,AM,0,1600,AMX071,AMX
1049,42.07,1940.6624200994897,26.54,347bc8dd,3C56A3,119,29550,424,,A321,D-AEUC,1711230451,FRA,IST,LH8346,LH,0,-1664,GEC8346,GEC
1057,49.86,0.0,9.34,347bfc6b,440C5A,114,29025,530,,B748,OE-LFD,1711230452,BRU,CTU,KF885,KF,0,0,ABB885,ABB
1076,56.19,412.1963611714723,39.05,347c0dbc,151FB9,68,28550,536,,B738,RA-73657,1711230451,SVO,OVB,5N237,5N,0,1152,AUL237,AUL
1084,39.4,3819.525112790543,-1.42,347c081f,4CC545,318,28075,436,,A21N,TF-PLA,1711230451,ALC,KEF,OG605,OG,0,1536,FPY4D,FPY
1095,36.03,7838.959019521676,49.81,347bb959,730601,122,27375,478,,A343,EP-APA,1711230453,IST,IKA,EP513,EP,0,-1984,IRC513,IRC
1103,52.06,4490.523989946147,1.38,347c0a7b,781284,72,26825,465,,A333,B-1017,1711230452,LHR,SZX,ZH9068,ZH,0,1216,CSZ9068,CSZ
1109,54.67,1372.266282769764,8.06,347bc141,45AB50,37,26500,434,,B738,OY-JZP,1711230450,PMI,BLL,JP526,JP,0,-2368,JTD526,JTD
1119,44.94,272.97655377644963,9.21,347bfe31,49D2D8,41,26000,303,,PC12,OK-MXM,1711230453,NCE,PRG,,,0,-64,OKMXM,AAO
1121,35.52,6126.363950813055,52.87,347bfaf2,732922,260,25875,384,,B733,EP-JIB,1711230451,MHD,THR,KRU2639,KR,0,-960,KRU2639,KRU
1122,40.59,8988.807430766363,48.12,347bc95b,503E9A,109,25725,478,,A320,LY-WIZ,1711230453,IST,GYD,J278,J2,0,-1920,AHY078,AHY
1148,35.72,7143.530082780036,10.98,347c0050,01802E,338,23775,357,,A320,5A-ONA,1711230452,MJI,TUN,8U454,8U,0,-2240,AAW454,AAW
1164,51.2,2175.3237793806516,1.34,347c0880,8990EC,100,21650,464,,A359,B-18917,1711230453,LHR,TPE,CI82,CI,0,1344,CAL082,CAL
1168,42.1,335.8440644875192,45.48,347c146d,600010,64,21525,390,,B735,EK73736,1711230447,TBS,LED,A9785,A9,0,4032,TGZ785,NGT
1190,64.85,3934.007090926286,21.41,347c1509,4AB292,198,20000,265,,F50,SE-LTR,1711230448,LLA,ARN,HP8038,HP,0,960,APF8038,APF
1205,38.92,9105.37295370615,-8.07,347b7ca2,504E72,244,18550,424,,A320,ER-00008,1711230451,RMO,LIS,5F811,5F,0,-2048,FIA811,FIA
1210,38.61,7743.402665305888,-10.2,347bd3b7,49526B,97,18100,360,,A20N,CS-TSK,1711230452,TER,LIS,S4134,S4,0,-3200,RZO134,RZO
1219,51.25,179.28352976009887,-0.14,347c0840,440760,324,17700,342,,B734,OE-IBW,1711230452,CDG,STN,3V4422,3V,0,-1664,TAY1TN,FDX
1220,44.39,9067.04527539782,-0.97,347c1524,39B083,198,17700,326,,H25C,F-HMED,1711230453,BOD,DKR,ARL915,AR,0,2240,ARL915,ARL
1221,50.19,387.5495304339256,18.29,347bf12b,3007F1,73,17650,382,,E190,I-JEND,1711230452,FRA,KTW,EN8762,EN,0,-2176,DLA9EH,DLA
1224,36.73,7894.301548146103,11.05,347c0fc3,02A261,106,17350,424,,A320,TS-ITB,1711230452,TUN,CAI,TU813,TU,0,1920,TAR813,TAR
1226,38.27,7980.7726088396785,26.38,347b6636,4B8392,155,17025,98,,DRON,TC-J1,1711230447,,,,,0,-64,,HVK
1228,38.68,127.18909772174494,23.67,347bb5a7,46D1F9,156,16875,342,,C650,SX-TOY,1711230452,BQH,ATH,LLK602,LL,0,-1920,LLK602,LLK
1233,55.31,696.6510262787631,13.38,347c0f8a,511065,78,16400,388,,CRJ9,ES-ACC,1711230452,CPH,VNO,SK742,SK,0,1280,SAS742,NDA
1235,51.27,9825.974396129373,0.53,347c0b67,75044E,96,16300,424,,A359,9M-MAG,1711230453,LHR,KUL,MH1,MH,0,2560,MAS1,MAS
1275,35.52,778.4967999143523,50.77,347bb0c1,7335B4,123,12025,373,,A343,EP-MMT,1711230454,IST,IKA,W5115,W5,0,-512,IRM115,IRM
1287,51.18,0.0,6.25,347bbd92,4D2302,19,11150,318,,B38M,9H-VUD,1711230452,AGP,NRN,FR8613,FR,0,-1472,RYR7BM,MAY
1293,41.67,592.0353632677525,27.94,347bb841,39B228,104,10650,358,,A332,F-HMRI,1711230453,AMS,IST,TK6370,TK,0,-1088,THY6370,CMA
1304,50.75,2057.2473403246786,8.05,347bab6d,4BB4E4,262,10000,249,,B738,TC-MGD,1711230452,AYT,CGN,4M605,4M,0,0,MGH605,MGH
1308,48.75,153.8190178415433,12.25,347bfc35,3CC803,177,9675,274,,D328,D-CDAX,1711230454,BWE,MUC,JW1904,JW,0,-1088,PWF1904,PWF
1338,59.08,9152.270488159043,6.96,347bf63b,478126,266,7600,131,,EH10,0268,1711230454,,,,,0,-192,SAVER50,NOW
1339,59.87,1116.4142049378731,5.49,347bd6b7,479301,336,7575,312,,E290,LN-WEC,1711230452,MUC,BGO,,,0,-1600,WIF3J,WIF
1359,61.54,129.05990680765944,6.47,347c0b9e,478076,94,6150,118,,AS32,LN-OMH,1711230399,FRO,,,,0,0,HKSR5C8,HMB
1367,40.29,169.34927095274296,-3.31,347be336,4CAC28,264,5875,236,,CRJX,EI-HBC,1711230453,LYS,MAD,IB3733,IB,0,64,IBS3733,HBN
1375,62.52,3984.542563453943,6.62,347c1626,47838C,66,5000,113,,A139,LN-ODL,1711230454,,,,,0,896,DOC,DOC
1380,35.68,2756.1264580088964,51.34,347b5b5f,731A76,288,4800,153,,B733,EP-FSV,1711230455,ZBR,,IS4394,IS,0,-832,SHI4394,SHI
1387,41.17,9565.08078691692,28.71,347c08d6,683298,222,4225,226,,B738,UP-B3732,1711230453,IST,AKX,DV496,DV,0,1344,VSV496,VSV
1404,33.82,0.0,35.49,347bce03,738054,90,3825,2,,B739,4X-EHE,1711230445,OTP,TLV,LY572,LY,0,-896,ELY572,ELY
1410,51.48,257.37233588437107,-0.15,347b17d6,AB5C12,264,3700,167,,B789,N831AA,1711230454,ORD,LHR,AA90,AA,0,-512,AAL90,AAL
1423,33.82,0.0,35.49,347bcc3a,5001D3,90,3125,2,,A21N,T7-ME1,1711230448,RUH,BEY,ME423,ME,0,-512,MEA423,MEA
1427,59.41,138.30700498333104,25.12,347a50d1,5110FC,203,2875,213,,SF34,ES-NSC,1711230440,TLL,MIK,OJ903,OJ,0,-512,,NYX
1434,51.94,0.0,-1.29,347bfc29,407CC4,189,2675,98,,DA40,G-LDGH,1711230452,OXF,QKT,,,0,-704,LDG17,LDG
1445,52.41,863.7390591972401,13.66,347c006d,490D01,248,2200,165,,CL35,CS-CHA,1711230454,NUE,BER,,,0,-960,NJE780D,NJE
1450,49.74,138.1363073519833,8.31,347c149a,3E1202,351,2025,128,,EC45,D-HYAC,1711230453,MHG,,CHX77,CH,0,0,CHX77,CHX
1482,59.66,1523.9670219659704,17.98,347bf71a,4AC8E7,256,725,113,,A320,SE-RGG,1711230454,CPH,ARN,TT9627,TT,0,-640,BIX9627,BRX
2,45.91,2845.0807375841396,1.73,347b42de,0101DC,117,41000,548,,B789,SU-GES,1711231353,JFK,CAI,MS986,MS,0,-64,MSR986,MSR
6,38.31,4548.869851062085,46.59,347b6d21,4D2372,125,41000,490,,A332,9H-TQP,1711231351,STN,ISB,,,0,64,HFM640P,HFY
8,37.35,5258.196496354675,46.43,347b91a2,4BBB21,98,41000,512,,A333,TC-NYA,1711231355,AYT,IKA,4M4383,4M,0,0,MGH4383,TAH
15,68.43,3881.197191765391,-5.48,347bbdc6,3C0C0A,298,40016,464,,FA7X,D-ATON,1711231355,WAW,CPR,H5956,H5,0,0,VJH956,VJT
24,39.36,1773.428009420752,6.67,347a8b71,E07211,43,40000,500,,A332,LV-GHQ,1711231354,EZE,FCO,AR1140,AR,0,0,ARG1140,ARG
30,38.47,801.8765937713628,14.8,347bc9eb,345618,286,40000,381,,B738,EC-MUB,1711231353,LXR,MAD,,,0,0,LAV922P,LAV
45,35.72,3867.1022679477264,15.06,347bd316,710D87,97,39000,520,,A333,HZ-NE23,1711231352,CMN,MED,XY664,XY,0,0,KNE664,KNE
65,34.63,1388.5254132758766,27.91,347b9338,0100DE,142,39000,469,,B738,SU-GCP,1711231352,LHR,CAI,MS531,MS,0,0,MSR531,MSX
